,member_name,member_id,member_party,member_json
270,Nigel Mills,4136,Conservative,"{'value': {'id': 4136, 'nameListAs': 'Mills, Nigel', 'nameDisplayAs': 'Nigel Mills', 'nameFullTitle': 'Nigel Mills MP', 'nameAddressAs': 'Nigel Mills', 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Amber Valley', 'membershipFromId': 3293, 'house': 1, 'membershipStartDate': '2010-05-06T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4136/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4136', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4136', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4136/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4136/Contact', 'method': 'GET'}]}"
271,Rushanara Ali,4138,Labour,"{'value': {'id': 4138, 'nameListAs': 'Ali, Rushanara', 'nameDisplayAs': 'Rushanara Ali', 'nameFullTitle': 'Rushanara Ali MP', 'nameAddressAs': 'Rushanara Ali', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Bethnal Green and Bow', 'membershipFromId': 3320, 'house': 1, 'membershipStartDate': '2010-05-06T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4138/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4138', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4138', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4138/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4138/Contact', 'method': 'GET'}]}"
272,Ian Lavery,4139,Labour,"{'value': {'id': 4139, 'nameListAs': 'Lavery, Ian', 'nameDisplayAs': 'Ian Lavery', 'nameFullTitle': 'Ian Lavery MP', 'nameAddressAs': 'Ian Lavery', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Wansbeck', 'membershipFromId': 3826, 'house': 1, 'membershipStartDate': '2010-05-06T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4139/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4139', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4139', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4139/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4139/Contact', 'method': 'GET'}]}"
273,Guy Opperman,4142,Conservative,"{'value': {'id': 4142, 'nameListAs': 'Opperman, Guy', 'nameDisplayAs': 'Guy Opperman', 'nameFullTitle': 'Guy Opperman MP', 'nameAddressAs': 'Guy Opperman', 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Hexham', 'membershipFromId': 3532, 'house': 1, 'membershipStartDate': '2010-05-06T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4142/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4142', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4142', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4142/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4142/Contact', 'method': 'GET'}]}"
274,Debbie Abrahams,4212,Labour,"{'value': {'id': 4212, 'nameListAs': 'Abrahams, Debbie', 'nameDisplayAs': 'Debbie Abrahams', 'nameFullTitle': 'Debbie Abrahams MP', 'nameAddressAs': 'Debbie Abrahams', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Oldham East and Saddleworth', 'membershipFromId': 3670, 'house': 1, 'membershipStartDate': '2011-01-13T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4212/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4212', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4212', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4212/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4212/Contact', 'method': 'GET'}]}"
275,Dan Jarvis,4243,Labour,"{'value': {'id': 4243, 'nameListAs': 'Jarvis, Dan', 'nameDisplayAs': 'Dan Jarvis', 'nameFullTitle': 'Dan Jarvis MP', 'nameAddressAs': 'Dan Jarvis', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Barnsley Central', 'membershipFromId': 3302, 'house': 1, 'membershipStartDate': '2011-03-03T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4243/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4243', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4243', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4243/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4243/Contact', 'method': 'GET'}]}"
276,Jonathan Ashworth,4244,Labour (Co-op),"{'value': {'id': 4244, 'nameListAs': 'Ashworth, Jonathan', 'nameDisplayAs': 'Jonathan Ashworth', 'nameFullTitle': 'Rt Hon Jonathan Ashworth MP', 'nameAddressAs': 'Jonathan Ashworth', 'latestParty': {'id': 15, 'name': 'Labour (Co-op)', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Leicester South', 'membershipFromId': 3571, 'house': 1, 'membershipStartDate': '2011-05-05T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4244/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4244', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4244', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4244/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4244/Contact', 'method': 'GET'}]}"
277,Paul Maskey,4245,Sinn Féin,"{'value': {'id': 4245, 'nameListAs': 'Maskey, Paul', 'nameDisplayAs': 'Paul Maskey', 'nameFullTitle': 'Paul Maskey MP', 'nameAddressAs': 'Paul Maskey', 'latestParty': {'id': 30, 'name': 'Sinn Féin', 'abbreviation': 'SF', 'backgroundColour': '99CC00', 'foregroundColour': 'FFFFFF', 'isLordsMainParty': False, 'isLordsSpiritualParty': False, 'governmentType': None, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Belfast West', 'membershipFromId': 3317, 'house': 1, 'membershipStartDate': '2011-06-09T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4245/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4245', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4245', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4245/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4245/Contact', 'method': 'GET'}]}"
278,Anne Marie Morris,4249,Conservative,"{'value': {'id': 4249, 'nameListAs': 'Morris, Anne Marie', 'nameDisplayAs': 'Anne Marie Morris', 'nameFullTitle': 'Anne Marie Morris MP', 'nameAddressAs': 'Anne Marie Morris', 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Newton Abbot', 'membershipFromId': 3632, 'house': 1, 'membershipStartDate': '2010-05-06T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4249/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4249', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4249', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4249/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4249/Contact', 'method': 'GET'}]}"
279,Seema Malhotra,4253,Labour (Co-op),"{'value': {'id': 4253, 'nameListAs': 'Malhotra, Seema', 'nameDisplayAs': 'Seema Malhotra', 'nameFullTitle': 'Seema Malhotra MP', 'nameAddressAs': 'Seema Malhotra', 'latestParty': {'id': 15, 'name': 'Labour (Co-op)', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Feltham and Heston', 'membershipFromId': 3484, 'house': 1, 'membershipStartDate': '2011-12-15T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4253/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4253', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4253', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4253/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4253/Contact', 'method': 'GET'}]}"
280,Lucy Powell,4263,Labour (Co-op),"{'value': {'id': 4263, 'nameListAs': 'Powell, Lucy', 'nameDisplayAs': 'Lucy Powell', 'nameFullTitle': 'Lucy Powell MP', 'nameAddressAs': 'Lucy Powell', 'latestParty': {'id': 15, 'name': 'Labour (Co-op)', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Manchester Central', 'membershipFromId': 3596, 'house': 1, 'membershipStartDate': '2012-11-15T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4263/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4263', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4263', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4263/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4263/Contact', 'method': 'GET'}]}"
281,Stephen Doughty,4264,Labour (Co-op),"{'value': {'id': 4264, 'nameListAs': 'Doughty, Stephen', 'nameDisplayAs': 'Stephen Doughty', 'nameFullTitle': 'Stephen Doughty MP', 'nameAddressAs': 'Stephen Doughty', 'latestParty': {'id': 15, 'name': 'Labour (Co-op)', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Cardiff South and Penarth', 'membershipFromId': 3391, 'house': 1, 'membershipStartDate': '2012-11-15T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4264/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4264', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4264', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4264/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4264/Contact', 'method': 'GET'}]}"
282,Sarah Champion,4267,Labour,"{'value': {'id': 4267, 'nameListAs': 'Champion, Sarah', 'nameDisplayAs': 'Sarah Champion', 'nameFullTitle': 'Sarah Champion MP', 'nameAddressAs': 'Sarah Champion', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Rotherham', 'membershipFromId': 3707, 'house': 1, 'membershipStartDate': '2012-11-29T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4267/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4267', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4267', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4267/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4267/Contact', 'method': 'GET'}]}"
283,Steve Reed,4268,Labour (Co-op),"{'value': {'id': 4268, 'nameListAs': 'Reed, Steve', 'nameDisplayAs': 'Steve Reed', 'nameFullTitle': 'Steve Reed MP', 'nameAddressAs': 'Steve Reed', 'latestParty': {'id': 15, 'name': 'Labour (Co-op)', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Croydon North', 'membershipFromId': 3433, 'house': 1, 'membershipStartDate': '2012-11-29T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4268/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4268', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4268', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4268/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4268/Contact', 'method': 'GET'}]}"
284,Andy McDonald,4269,Labour,"{'value': {'id': 4269, 'nameListAs': 'McDonald, Andy', 'nameDisplayAs': 'Andy McDonald', 'nameFullTitle': 'Andy McDonald MP', 'nameAddressAs': 'Andy McDonald', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Middlesbrough', 'membershipFromId': 3610, 'house': 1, 'membershipStartDate': '2012-11-29T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4269/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4269', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4269', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4269/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4269/Contact', 'method': 'GET'}]}"
285,Francie Molloy,4274,Sinn Féin,"{'value': {'id': 4274, 'nameListAs': 'Molloy, Francie', 'nameDisplayAs': 'Francie Molloy', 'nameFullTitle': 'Francie Molloy MP', 'nameAddressAs': 'Francie Molloy', 'latestParty': {'id': 30, 'name': 'Sinn Féin', 'abbreviation': 'SF', 'backgroundColour': '99CC00', 'foregroundColour': 'FFFFFF', 'isLordsMainParty': False, 'isLordsSpiritualParty': False, 'governmentType': None, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Mid Ulster', 'membershipFromId': 3608, 'house': 1, 'membershipStartDate': '2013-03-07T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4274/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4274', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4274', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4274/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4274/Contact', 'method': 'GET'}]}"
286,Mrs Emma Lewell-Buck,4277,Labour,"{'value': {'id': 4277, 'nameListAs': 'Lewell-Buck, Mrs Emma', 'nameDisplayAs': 'Mrs Emma Lewell-Buck', 'nameFullTitle': 'Mrs Emma Lewell-Buck MP', 'nameAddressAs': 'Mrs Lewell-Buck', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'South Shields', 'membershipFromId': 3749, 'house': 1, 'membershipStartDate': '2013-05-02T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4277/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4277', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4277', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4277/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4277/Contact', 'method': 'GET'}]}"
287,Mike Kane,4316,Labour,"{'value': {'id': 4316, 'nameListAs': 'Kane, Mike', 'nameDisplayAs': 'Mike Kane', 'nameFullTitle': 'Mike Kane MP', 'nameAddressAs': None, 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Wythenshawe and Sale East', 'membershipFromId': 3873, 'house': 1, 'membershipStartDate': '2014-02-13T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4316/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4316', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4316', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4316/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4316/Contact', 'method': 'GET'}]}"
288,Robert Jenrick,4320,Conservative,"{'value': {'id': 4320, 'nameListAs': 'Jenrick, Robert', 'nameDisplayAs': 'Robert Jenrick', 'nameFullTitle': 'Rt Hon Robert Jenrick MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Newark', 'membershipFromId': 3623, 'house': 1, 'membershipStartDate': '2014-06-05T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4320/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4320', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4320', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4320/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4320/Contact', 'method': 'GET'}]}"
289,Angela Rayner,4356,Labour,"{'value': {'id': 4356, 'nameListAs': 'Rayner, Angela', 'nameDisplayAs': 'Angela Rayner', 'nameFullTitle': 'Rt Hon Angela Rayner MP', 'nameAddressAs': 'Angela Rayner', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Ashton-under-Lyne', 'membershipFromId': 3298, 'house': 1, 'membershipStartDate': '2015-05-07T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4356/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4356', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4356', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4356/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4356/Contact', 'method': 'GET'}]}"
290,Kirsty Blackman,4357,Scottish National Party,"{'value': {'id': 4357, 'nameListAs': 'Blackman, Kirsty', 'nameDisplayAs': 'Kirsty Blackman', 'nameFullTitle': 'Kirsty Blackman MP', 'nameAddressAs': 'Kirsty Blackman', 'latestParty': {'id': 29, 'name': 'Scottish National Party', 'abbreviation': 'SNP', 'backgroundColour': 'fcf28f', 'foregroundColour': '000000', 'isLordsMainParty': False, 'isLordsSpiritualParty': False, 'governmentType': None, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Aberdeen North', 'membershipFromId': 14, 'house': 1, 'membershipStartDate': '2015-05-07T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4357/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4357', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4357', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4357/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4357/Contact', 'method': 'GET'}]}"
